p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.805355068331517	0.313	0.022	0	Epithelial	RAB25
0	0.804667249408384	0.232	0.039	0	Epithelial	METRN
0	0.803798310416504	0.246	0.045	0	Epithelial	SCD
0	0.803375513594982	0.33	0.039	0	Epithelial	PTPRF
0	0.800059518697734	0.787	0.473	0	Epithelial	DSTN
0	0.793600148053311	0.245	0.085	0	Epithelial	ITGA2
0	0.792197472795486	0.24	0.086	0	Epithelial	SLC12A2
0	0.792150723893034	0.295	0.016	0	Epithelial	PRSS8
0	0.790686673524582	0.627	0.341	0	Epithelial	EIF3H
0	0.787057477281864	0.471	0.176	0	Epithelial	SMS
0	0.786325671957396	0.325	0.043	0	Epithelial	PLPP2
0	0.784312215788086	0.461	0.167	0	Epithelial	HEBP2
0	0.784130633323082	0.304	0.123	0	Epithelial	FHL2
0	0.783739089368424	0.628	0.38	0	Epithelial	DBI
0	0.7812749472611	0.359	0.054	0	Epithelial	HOOK2
0	0.775894593914202	0.358	0.069	0	Epithelial	SLC9A3R1
0	0.772699892206611	0.367	0.085	0	Epithelial	NME4
0	0.771952303565149	0.675	0.364	0	Epithelial	PEBP1
0	0.770589196218503	0.655	0.276	0	Epithelial	TPM1
0	0.757942694731969	0.669	0.374	0	Epithelial	COPS9
0	0.755563769245061	0.304	0.086	0	Epithelial	TCEAL3
0	0.754103867756601	0.973	0.915	0	Epithelial	RPL8
0	0.753191370291688	0.169	0.013	0	Epithelial	AARD
0	0.747003492371063	0.25	0.029	0	Epithelial	CRACR2B
0	0.745160487357604	0.218	0.017	0	Epithelial	PDZK1IP1
0	0.745130914567233	0.137	0.012	0	Epithelial	BMPR1B
0	0.743591350854163	0.369	0.087	0	Epithelial	CRNDE
0	0.739819883077452	0.272	0.02	0	Epithelial	SPINT1-AS1
0	0.736796112671543	0.317	0.034	0	Epithelial	SPINT1
0	0.736412420954127	0.384	0.111	0	Epithelial	PCBD1
0	0.735128919302744	0.444	0.128	0	Epithelial	LSM4
0	0.734697571041135	0.568	0.265	0	Epithelial	DYNLT1
0	0.731918432316746	0.694	0.385	0	Epithelial	HMGN1
0	0.731776398320648	0.368	0.132	0	Epithelial	PLA2G16
0	0.727756157687354	0.61	0.31	0	Epithelial	NDUFB9
0	0.727232414093368	0.99	0.971	0	Epithelial	RPS18
0	0.726230581382792	0.616	0.192	0	Epithelial	VAMP8
0	0.726101512137363	0.797	0.516	0	Epithelial	NDUFA4
0	0.724503635300055	0.242	0.081	0	Epithelial	SLC40A1
0	0.715862729438142	0.187	0.014	0	Epithelial	TNNT1
0	0.71421118281074	0.557	0.261	0	Epithelial	SRP9
0	0.709030280495645	0.785	0.512	0	Epithelial	ELOB
0	0.708267052706852	0.128	0.027	0	Epithelial	CA2
0	0.70744662805535	0.379	0.084	0	Epithelial	TMEM141
0	0.70721604681522	0.269	0.048	0	Epithelial	KIF22
0	0.707197084996469	0.15	0.05	0	Epithelial	ALDH1A3
0	0.70549262202661	0.319	0.051	0	Epithelial	JUP
0	0.70295199570081	0.242	0.047	0	Epithelial	AR
0	0.70249767639688	0.367	0.092	0	Epithelial	HACD3
0	0.702399355866899	0.604	0.329	0	Epithelial	SOX4
0	0.698615989963136	0.235	0.018	0	Epithelial	PRLR
0	0.696479414139389	0.401	0.187	0	Epithelial	HES1
0	0.694568045684429	0.168	0.013	0	Epithelial	C19orf33
0	0.690887653249419	0.194	0.013	0	Epithelial	GATA3-AS1
0	0.689937834830921	0.584	0.278	0	Epithelial	TIMM13
0	0.686502764149093	0.126	0.044	0	Epithelial	S100A2
0	0.686325994125104	0.401	0.122	0	Epithelial	DCXR
0	0.684102549170871	0.303	0.058	0	Epithelial	H1F0
0	0.680384079738543	0.893	0.739	0	Epithelial	H3F3A
0	0.679765817466228	0.722	0.427	0	Epithelial	ATP5ME
0	0.675937959249909	0.379	0.131	0	Epithelial	LYPLA1
0	0.670620145969494	0.49	0.203	0	Epithelial	ENSA
0	0.67041757324258	0.503	0.181	0	Epithelial	MZT2A
0	0.669982767814007	0.338	0.186	0	Epithelial	BTG2
0	0.668494372706294	0.408	0.143	0	Epithelial	BLVRB
0	0.666025455321952	0.48	0.172	0	Epithelial	NDUFS8
0	0.665283551914296	0.529	0.224	0	Epithelial	NDUFC1
0	0.663186762486377	0.811	0.561	0	Epithelial	RPL36A
0	0.662602406464975	0.39	0.17	0	Epithelial	CTTN
0	0.661294814148521	0.206	0.028	0	Epithelial	ANXA3
0	0.661056421765402	0.725	0.472	0	Epithelial	GPX4
0	0.659968319975222	0.955	0.853	0	Epithelial	RPL7
0	0.659116027732722	0.366	0.125	0	Epithelial	GGCT
0	0.653274078104789	0.937	0.814	0	Epithelial	RPLP0
0	0.650265122876476	0.265	0.032	0	Epithelial	DMKN
0	0.650221890400513	0.223	0.033	0	Epithelial	SUSD3
0	0.65003234181057	0.222	0.019	0	Epithelial	THSD4
0	0.646297139816722	0.555	0.249	0	Epithelial	SELENOH
0	0.644755630879296	0.225	0.015	0	Epithelial	KIAA1324
0	0.641538110438009	0.312	0.047	0	Epithelial	RBM47
0	0.641252341898642	0.77	0.504	0	Epithelial	POLR2L
0	0.639814790714119	0.27	0.149	0	Epithelial	DST
0	0.637262182760189	0.349	0.111	0	Epithelial	LAGE3
0	0.636544560142923	0.917	0.806	0	Epithelial	SERF2
0	0.63542447652561	0.123	0.036	0	Epithelial	GDF15
0	0.634536416803056	0.424	0.132	0	Epithelial	SLC38A1
0	0.632657983149755	0.184	0.04	0	Epithelial	MT1G
0	0.628553834645243	0.587	0.284	0	Epithelial	NHP2
0	0.627851988425725	0.204	0.016	0	Epithelial	EPPK1
0	0.626421428918915	0.443	0.201	0	Epithelial	SPTSSA
0	0.625612649208518	0.213	0.022	0	Epithelial	GALNT6
0	0.621914108168209	0.427	0.152	0	Epithelial	NME3
0	0.620846960854103	0.506	0.197	0	Epithelial	POLR2I
0	0.618205262453344	0.235	0.036	0	Epithelial	PKIB
0	0.616604125755035	0.39	0.117	0	Epithelial	MAP3K13
0	0.615102887005414	0.616	0.344	0	Epithelial	NDUFB4
0	0.613927675617162	0.169	0.026	0	Epithelial	GFRA1
0	0.61387644431256	0.533	0.262	0	Epithelial	TMCO1
0	0.61374191500118	0.126	0.018	0	Epithelial	DEFB1
0	0.611926315475109	0.735	0.445	0	Epithelial	UQCR11
0	0.611576853029761	0.396	0.113	0	Epithelial	MRPL55
0	0.607949074491847	0.319	0.083	0	Epithelial	FLNB
0	0.606247841404483	0.681	0.388	0	Epithelial	UQCR10
0	0.601309810612084	0.582	0.284	0	Epithelial	ANAPC11
0	0.60124980438494	0.436	0.143	0	Epithelial	MRPS34
0	0.600134528912088	0.134	0.006	0	Epithelial	SRARP
0	0.599558609784689	0.584	0.264	0	Epithelial	CUTA
0	0.598586669871559	0.355	0.11	0	Epithelial	TMEM205
0	0.594698407016751	0.458	0.188	0	Epithelial	ERGIC3
0	0.5945499796002	0.143	0.067	0	Epithelial	PEG10
0	0.59450593174542	0.351	0.091	0	Epithelial	NAXE
0	0.587720160756027	0.236	0.037	0	Epithelial	KCNK6
0	0.585965391805713	0.428	0.184	0	Epithelial	KRTCAP2
0	0.583912826682251	0.434	0.246	0	Epithelial	BST2
0	0.582614523616997	0.201	0.02	0	Epithelial	CREB3L4
0	0.581303033233126	0.157	0.019	0	Epithelial	SCUBE2
0	0.580355084088785	0.56	0.285	0	Epithelial	MRPS21
0	0.578556646779137	0.381	0.11	0	Epithelial	TMED3
0	0.578290901056193	0.218	0.036	0	Epithelial	DLG5
0	0.575946836755737	0.184	0.021	0	Epithelial	ZNF552
0	0.575734725112447	0.572	0.254	0	Epithelial	NDUFB7
0	0.574994925135701	0.637	0.345	0	Epithelial	ATP5MF
0	0.574551112926248	0.146	0.014	0	Epithelial	CCDC74A
0	0.573896352172207	0.206	0.015	0	Epithelial	LYPD3
0	0.573688527681203	0.877	0.732	0	Epithelial	EEF1D
0	0.56869619986195	0.231	0.036	0	Epithelial	SOX9
0	0.56841233225511	0.411	0.206	0	Epithelial	EMP2
0	0.565982105090092	0.22	0.036	0	Epithelial	NEDD4L
0	0.565805555097036	0.872	0.75	0	Epithelial	ACTG1
0	0.564492919616529	0.24	0.023	0	Epithelial	DDR1
0	0.562639853167894	0.965	0.905	0	Epithelial	RPL3
0	0.561787393665689	0.158	0.017	0	Epithelial	DNAJC12
0	0.561085714177685	0.282	0.076	0	Epithelial	SNHG19
0	0.560896664850361	0.121	0.05	0	Epithelial	RARRES1
0	0.55949605489666	0.277	0.069	0	Epithelial	CYHR1
0	0.557428258014828	0.732	0.561	0	Epithelial	ANXA2
0	0.556556576111667	0.329	0.084	0	Epithelial	IDH2
0	0.555528032805331	0.828	0.642	0	Epithelial	CALM2
0	0.554163422588598	0.778	0.556	0	Epithelial	COX7A2
0	0.554106020533989	0.714	0.445	0	Epithelial	ATP5MPL
0	0.55387160966857	0.254	0.079	0	Epithelial	CHPT1
0	0.553178576106793	0.219	0.032	0	Epithelial	TSPAN15
0	0.552169765174333	0.219	0.027	0	Epithelial	ABHD11
0	0.547925116661308	0.481	0.207	0	Epithelial	TMEM147
0	0.546076852616219	0.309	0.114	0	Epithelial	NQO1
0	0.54509228583192	0.489	0.221	0	Epithelial	MRPL14
0	0.545063477208028	0.438	0.161	0	Epithelial	LAMTOR2
0	0.542064518152592	0.22	0.01	0	Epithelial	AP1M2
0	0.541710419098177	0.249	0.032	0	Epithelial	TPD52L1
0	0.541327406423449	0.974	0.941	0	Epithelial	RPS4X
0	0.541270655568339	0.199	0.012	0	Epithelial	SHROOM3
0	0.540447750110022	0.646	0.372	0	Epithelial	COX8A
0	0.538293467496134	0.978	0.969	0	Epithelial	MT-CO2
0	0.53504626701569	0.334	0.09	0	Epithelial	CHCHD5
0	0.534799002994081	0.533	0.263	0	Epithelial	NDUFB10
0	0.532463349426775	0.168	0.021	0	Epithelial	BAMBI
0	0.532081058888061	0.101	0.016	0	Epithelial	KRT16
0	0.531818325502148	0.134	0.015	0	Epithelial	CST6
0	0.531425851745226	0.381	0.135	0	Epithelial	UQCC2
0	0.531071199859765	0.236	0.039	0	Epithelial	C3orf14
0	0.530367067758496	0.31	0.086	0	Epithelial	KNOP1
0	0.529483704071096	0.29	0.076	0	Epithelial	MSI2
0	0.528507820259719	0.241	0.064	0	Epithelial	HIST1H2AC
0	0.528458828473212	0.269	0.098	0	Epithelial	MTHFD2L
0	0.52813725185245	0.332	0.106	0	Epithelial	TSTA3
0	0.526855119242789	0.203	0.056	0	Epithelial	TCEAL1
0	0.525377881477502	0.722	0.483	0	Epithelial	ATP5MD
0	0.525266585945318	0.102	0.009	0	Epithelial	LCN2
0	0.523020802986834	0.118	0.011	0	Epithelial	MESP1
0	0.521533565701731	0.309	0.08	0	Epithelial	CETN2
0	0.520009250423053	0.378	0.148	0	Epithelial	C4orf48
0	0.519968648694791	0.132	0.019	0	Epithelial	CLIC6
0	0.519510116011939	0.386	0.13	0	Epithelial	CENPX
0	0.518686395858301	0.357	0.189	0	Epithelial	ELOVL5
0	0.518344946452629	0.172	0.011	0	Epithelial	TTC39A
0	0.517270459806662	0.681	0.444	0	Epithelial	NDUFB2
0	0.516474320817979	0.152	0.027	0	Epithelial	LAMB3
0	0.515645841388808	0.963	0.916	0	Epithelial	RPL36
0	0.515533148607427	0.321	0.084	0	Epithelial	UQCC3
0	0.515285087828713	0.241	0.063	0	Epithelial	WEE1
0	0.514194357453243	0.103	0.024	0	Epithelial	SHISA2
0	0.5137576619072	0.376	0.128	0	Epithelial	TECR
0	0.512290062249576	0.402	0.145	0	Epithelial	SDHC
0	0.511915488876102	0.337	0.131	0	Epithelial	PAWR
0	0.511593185079498	0.175	0.012	0	Epithelial	MAPT
0	0.511357598635638	0.22	0.049	0	Epithelial	SREBF1
0	0.510590137844124	0.243	0.097	0	Epithelial	MRPS30
0	0.509973281371952	0.169	0.013	0	Epithelial	S100A1
0	0.50400285677832	0.255	0.038	0	Epithelial	DSG2
0	0.503862474206491	0.553	0.279	0	Epithelial	AURKAIP1
0	0.502697829967678	0.976	0.959	0	Epithelial	RPS2
0	0.502007029826199	0.209	0.025	0	Epithelial	ERBB2
0	0.501740042968882	0.368	0.167	0	Epithelial	MDK
0	0.501430010535963	0.258	0.042	0	Epithelial	LSR
0	0.501337489858425	0.22	0.045	0	Epithelial	SCCPDH
0	0.499710971246414	0.122	0.007	0	Epithelial	TFAP2B
0	0.498616187027925	0.421	0.195	0	Epithelial	COX20
0	0.492793770683138	0.103	0.008	0	Epithelial	PIGR
0	0.492274324967492	0.431	0.158	0	Epithelial	MEAF6
0	0.491851773806719	0.94	0.849	0	Epithelial	RPL10A
0	0.491767315140084	0.271	0.09	0	Epithelial	SQLE
0	0.491582016454247	0.526	0.261	0	Epithelial	CBX3
0	0.491156273403011	0.149	0.012	0	Epithelial	AFF3
0	0.489448489382804	0.562	0.316	0	Epithelial	HSBP1
0	0.489140443624086	0.27	0.112	0	Epithelial	PLPP5
0	0.48832830929417	0.338	0.086	0	Epithelial	FAM173A
0	0.487955987273476	0.55	0.275	0	Epithelial	COX17
0	0.487729412368157	0.419	0.197	0	Epithelial	RUNX1
0	0.486961251433455	0.193	0.029	0	Epithelial	GAMT
0	0.484225525138565	0.594	0.318	0	Epithelial	NDUFB11
0	0.484044498160708	0.222	0.024	0	Epithelial	PATJ
0	0.483716534783812	0.139	0.017	0	Epithelial	PGR
0	0.483563245242403	0.5	0.225	0	Epithelial	LSM5
0	0.482903736984444	0.729	0.474	0	Epithelial	COX6B1
0	0.482350571237329	0.112	0.005	0	Epithelial	AKR7A3
0	0.482230805053281	0.204	0.017	0	Epithelial	IRF6
0	0.481636493367057	0.312	0.112	0	Epithelial	C15orf48
0	0.481358276878933	0.944	0.865	0	Epithelial	RPS5
0	0.480786420080856	0.556	0.31	0	Epithelial	ROMO1
0	0.479179218884028	0.23	0.108	0	Epithelial	USP53
0	0.478503268192829	0.645	0.431	0	Epithelial	IER2
0	0.478048322394612	0.409	0.152	0	Epithelial	TMEM219
0	0.477761639611362	0.28	0.084	0	Epithelial	TRAF4
0	0.477674224039106	0.279	0.112	0	Epithelial	BNIP3
0	0.476724994725383	0.994	0.992	0	Epithelial	RPL41
0	0.476130181620167	0.244	0.053	0	Epithelial	SNRNP25
0	0.475358094942035	0.385	0.263	0	Epithelial	MT1E
0	0.474630367560676	0.254	0.071	0	Epithelial	WWP1
0	0.474464316074618	0.236	0.041	0	Epithelial	HSBP1L1
0	0.47390471801465	0.322	0.119	0	Epithelial	TOB1
0	0.47389398528761	0.168	0.016	0	Epithelial	ITGB6
0	0.473762876391465	0.475	0.22	0	Epithelial	CD151
0	0.47375085780308	0.226	0.056	0	Epithelial	BCAM
0	0.472796738450606	0.465	0.2	0	Epithelial	PET100
0	0.472665571726396	0.542	0.264	0	Epithelial	ATP5IF1
0	0.472441474021694	0.176	0.024	0	Epithelial	TCEA3
0	0.472281624826307	0.356	0.132	0	Epithelial	DCTPP1
0	0.471294166140659	0.405	0.111	0	Epithelial	OCIAD2
0	0.47113217089527	0.241	0.055	0	Epithelial	CERS6
0	0.47048634692489	0.346	0.149	0	Epithelial	CARHSP1
0	0.469383662421922	0.188	0.031	0	Epithelial	SELENBP1
0	0.469306606896108	0.38	0.161	0	Epithelial	EIF4EBP1
0	0.468364135056384	0.268	0.079	0	Epithelial	FAM213A
0	0.468102109622697	0.47	0.214	0	Epithelial	ZNHIT1
0	0.467508228263514	0.152	0.009	0	Epithelial	RHOV
0	0.466793375216291	0.123	0.013	0	Epithelial	TSPAN1
0	0.466673545887348	0.383	0.141	0	Epithelial	MIEN1
0	0.466627746489169	0.207	0.035	0	Epithelial	LURAP1L
0	0.465840316862377	0.984	0.975	0	Epithelial	MT-CO3
0	0.465660709375481	0.256	0.078	0	Epithelial	CXXC5
0	0.465509016420352	0.182	0.04	0	Epithelial	HILPDA
0	0.464686997982315	0.361	0.128	0	Epithelial	COA3
0	0.46433944305766	0.329	0.103	0	Epithelial	SLC25A39
0	0.463017813501811	0.182	0.02	0	Epithelial	TFAP2C
0	0.46287089290054	0.646	0.387	0	Epithelial	SNRPE
0	0.462171026247874	0.967	0.928	0	Epithelial	RPL12
0	0.461969373641185	0.697	0.554	0	Epithelial	S100A10
0	0.461775182664628	0.612	0.35	0	Epithelial	NUPR1
0	0.461629267602693	0.261	0.053	0	Epithelial	AP1S1
0	0.459839820456176	0.169	0.014	0	Epithelial	AC008771.1
0	0.459833723346685	0.428	0.186	0	Epithelial	CLU
0	0.459504115621765	0.165	0.018	0	Epithelial	GPR160
0	0.457955398012274	0.552	0.287	0	Epithelial	JTB
0	0.457731712076172	0.214	0.054	0	Epithelial	MTA1
0	0.457602053177684	0.177	0.009	0	Epithelial	BICDL2
0	0.457069184295362	0.202	0.035	0	Epithelial	SLC39A4
0	0.455582716090184	0.328	0.111	0	Epithelial	NPDC1
0	0.452997068445375	0.435	0.21	0	Epithelial	MPC2
0	0.452606954404357	0.414	0.165	0	Epithelial	CNPY2
0	0.452074807126025	0.364	0.117	0	Epithelial	PARP1
0	0.451989107416019	0.455	0.208	0	Epithelial	MDH2
0	0.451707256117603	0.981	0.943	0	Epithelial	RPL13A
0	0.451349333047907	0.173	0.022	0	Epithelial	VAV3
0	0.450696856441386	0.334	0.096	0	Epithelial	MRPS33
0	0.450422618084366	0.24	0.086	0	Epithelial	ZNF703
0	0.450379640940886	0.521	0.262	0	Epithelial	NDUFA2
0	0.450282528767634	0.469	0.239	0	Epithelial	CYC1
0	0.450145483355704	0.213	0.03	0	Epithelial	NR2F6
0	0.449725284033908	0.152	0.039	0	Epithelial	EDN1
0	0.448876963497925	0.21	0.037	0	Epithelial	TMEM54
0	0.448351198156858	0.102	0.015	0	Epithelial	KCNK15
0	0.448332058306042	0.6	0.335	0	Epithelial	ATP5MC3
0	0.447822521943196	0.275	0.078	0	Epithelial	HMG20B
0	0.447033711036305	0.533	0.265	0	Epithelial	MRPL51
0	0.446794430976016	0.504	0.248	0	Epithelial	DDT
0	0.446341289056085	0.221	0.06	0	Epithelial	IRX2
0	0.446318169802864	0.307	0.13	0	Epithelial	CKS1B
0	0.445675016618093	0.28	0.108	0	Epithelial	ARHGAP29
0	0.445483999403082	0.421	0.184	0	Epithelial	JPT1
0	0.444090837583739	0.193	0.013	0	Epithelial	PKP3
0	0.443718667004677	0.356	0.138	0	Epithelial	ECHS1
0	0.443716713058282	0.682	0.798	0	Epithelial	S100A6
0	0.443714636296998	0.359	0.14	0	Epithelial	ENAH
0	0.443672247010328	0.294	0.086	0	Epithelial	PMVK
0	0.44314701458611	0.609	0.348	0	Epithelial	SLIRP
0	0.442049696627419	0.188	0.014	0	Epithelial	C6orf132
0	0.441924300113047	0.176	0.014	0	Epithelial	BIK
0	0.441545303194286	0.157	0.017	0	Epithelial	CNFN
0	0.440705548859493	0.142	0.036	0	Epithelial	HMGB3
0	0.440461595229528	0.474	0.23	0	Epithelial	BANF1
0	0.439907617404675	0.57	0.325	0	Epithelial	TMED2
0	0.439800902120352	0.383	0.22	0	Epithelial	ACTN1
0	0.439733534484724	0.92	0.772	0	Epithelial	RPL31
0	0.439717194914284	0.203	0.06	0	Epithelial	ARMT1
0	0.439695597228669	0.413	0.194	0	Epithelial	FKBP4
0	0.439496499948284	0.452	0.228	0	Epithelial	NME1
0	0.438914778527684	0.702	0.477	0	Epithelial	ATP6V1G1
0	0.438768459004039	0.663	0.429	0	Epithelial	GUK1
0	0.438340007845023	0.366	0.139	0	Epithelial	GTF2H5
0	0.437816106939744	0.533	0.263	0	Epithelial	PRDX5
0	0.437754978864122	0.325	0.12	0	Epithelial	ZKSCAN1
0	0.437169924388789	0.543	0.286	0	Epithelial	ATOX1
0	0.43699427657905	0.328	0.13	0	Epithelial	CLNS1A
0	0.436991366264079	0.311	0.132	0	Epithelial	HIGD1A
0	0.43662070276918	0.366	0.148	0	Epithelial	RARRES3
0	0.436255444217548	0.274	0.086	0	Epithelial	MRPL24
0	0.436247875413942	0.393	0.156	0	Epithelial	ALKBH7
0	0.433778466000108	0.26	0.111	0	Epithelial	TBX3
0	0.433687122071163	0.979	0.964	0	Epithelial	RPS15
0	0.432279035878868	0.156	0.007	0	Epithelial	EHF
0	0.431254583035357	0.835	0.641	0	Epithelial	COX7C
0	0.431138400354248	0.312	0.093	0	Epithelial	CISD3
0	0.431034309472447	0.381	0.113	0	Epithelial	SYNGR2
0	0.430722156010105	0.427	0.189	0	Epithelial	STUB1
