p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.16742518270673e-275	0.943631027165692	0.994	0.692	2.31301951449685e-271	NK	SRGN
1.05696236313416e-273	1.00697509710681	0.384	0.104	2.09415953007772e-269	NK	SAMD3
6.29146688371083e-272	1.34257369920074	0.483	0.17	1.24652833366963e-267	NK	HOPX
2.99648386871096e-265	1.01021913478418	0.823	0.433	5.93693348907702e-261	NK	LSP1
1.33877199494924e-264	1.36282380564343	0.721	0.43	2.65250895359292e-260	NK	IFITM1
2.70581245475752e-262	1.36646206793277	0.575	0.277	5.36102621661107e-258	NK	CHST12
2.70043186109125e-258	0.725435469501576	0.998	0.993	5.35036564638009e-254	NK	H3F3B
1.79313604569046e-255	1.27905551309445	0.804	0.547	3.55274044732651e-251	NK	NR4A2
6.57153216596812e-247	0.803702712722244	0.242	0.047	1.30201766804326e-242	NK	FASLG
1.96722371436155e-242	1.09992875545124	0.565	0.24	3.89766034526454e-238	NK	FYN
2.66051100923917e-237	0.835777262995434	0.142	0.017	5.27127046260556e-233	NK	KRT86
1.41717963272342e-235	1.03138574017559	0.567	0.239	2.80785800631491e-231	NK	ACAP1
4.18044194800791e-234	0.813920168173809	0.23	0.044	8.28270963158808e-230	NK	TMIGD2
4.58423914059883e-226	0.634835506048506	0.123	0.013	9.08275300926845e-222	NK	LAIR2
6.38121930519153e-223	1.00454566278568	0.819	0.605	1.2643109809376e-218	NK	RARRES3
3.85699238454311e-213	0.939174769901366	0.8	0.462	7.64185901149527e-209	NK	RGS1
1.44792075818946e-212	1.0848239083755	0.776	0.567	2.86876539820078e-208	NK	IRF1
7.35982450455031e-205	1.02596744119662	0.566	0.258	1.45820202908655e-200	NK	GPR65
2.63969612672534e-204	0.651714193468665	0.985	0.965	5.23002993588091e-200	NK	UBB
3.2458338806283e-204	1.0457363690626	0.887	0.744	6.43097066768886e-200	NK	IL32
8.20843319133923e-202	1.02852900597427	0.459	0.182	1.62633686820004e-197	NK	STAT4
9.37236887948005e-201	0.874841847127894	0.537	0.218	1.85694744609138e-196	NK	AC092580.4
4.00415477378303e-200	0.857181968585673	0.672	0.317	7.93343185329632e-196	NK	CD2
8.48575877495682e-198	1.55008997986346	0.566	0.269	1.68128338608219e-193	NK	CCL3
3.83146431269317e-196	0.563789594746007	0.162	0.026	7.59128024273898e-192	NK	PTGDR
3.18717021113398e-194	1.43473165668932	0.434	0.189	6.31474033931975e-190	NK	SPON2
6.89979962775535e-194	0.877892826460803	0.366	0.121	1.36705730024717e-189	NK	ZAP70
1.48662114437976e-188	0.922354508831702	0.68	0.379	2.94544247335962e-184	NK	CD53
1.69703230380196e-188	0.956778676401371	0.481	0.201	3.36233010352282e-184	NK	PTPN7
4.26838121150055e-186	2.81717083893101	0.333	0.115	8.45694369434604e-182	NK	GNLY
4.26712656769462e-185	1.03272261444064	0.849	0.753	8.45445786857334e-181	NK	IER2
1.15677163689063e-184	0.452035982721886	1	1	2.2919116441714e-180	NK	RPS27
1.60585019235805e-183	0.922258234000803	0.706	0.415	3.18167098611901e-179	NK	GPSM3
2.12627381132829e-183	0.688288655836531	0.961	0.946	4.21278630238474e-179	NK	MYL12A
6.73940016667735e-183	0.508425142693638	1	1	1.33527735502378e-178	NK	TMSB4X
9.66246774176664e-180	0.858483544990924	0.45	0.175	1.91442473367622e-175	NK	SH2D1A
3.85991395319614e-179	0.929312493404509	0.626	0.298	7.64764751546752e-175	NK	GZMK
2.84053983071559e-178	1.37869651926846	0.777	0.643	5.6279615665968e-174	NK	REL
4.20679660671387e-177	1.09904128437095	0.558	0.307	8.33492611688218e-173	NK	APOBEC3G
1.84626210058162e-175	0.915462965925125	0.627	0.351	3.65799909988237e-171	NK	WIPF1
9.18041005838515e-172	1.11492749108128	0.666	0.42	1.81891464486785e-167	NK	LIMD2
1.73604246558178e-171	0.916355244114653	0.478	0.204	3.43962093705719e-167	NK	LAT
4.57976995425707e-171	0.88606381087807	0.632	0.315	9.07389821036954e-167	NK	CD3E
1.01301739080801e-170	1.14602347585015	0.684	0.425	2.00709135640791e-166	NK	ZNF331
1.17533825812105e-168	1.12625570099785	0.761	0.65	2.32869769081524e-164	NK	YPEL5
1.75377587036936e-168	0.779218844444082	0.241	0.064	3.4747561319628e-164	NK	TIGIT
6.81286797866665e-168	0.887172792656128	0.413	0.163	1.34983353261322e-163	NK	TBC1D10C
1.24265961114461e-167	0.89548603617627	0.269	0.078	2.46208148756082e-163	NK	TNFSF14
1.35754092468895e-167	0.859961889506037	0.721	0.477	2.68969583408621e-163	NK	ISG20
5.65170207926202e-166	0.715977281973317	0.873	0.782	1.11977173296418e-161	NK	TMEM66
1.11575787812831e-164	0.961756779805574	0.442	0.197	2.21065108393562e-160	NK	PRKCH
1.5664952503842e-163	0.749777479907769	0.791	0.495	3.10369703958621e-159	NK	GMFG
2.99604819851061e-163	0.868668186023881	0.451	0.192	5.93607029570908e-159	NK	SH2D2A
3.295097713899e-163	0.617471150137047	0.657	0.34	6.52857710054808e-159	NK	TYROBP
6.51739714009244e-163	1.05649396755445	0.436	0.194	1.29129189536652e-158	NK	GNG2
5.5809606569614e-162	0.517945962714235	0.983	0.973	1.10575573496376e-157	NK	CFL1
8.60940910163681e-162	1.01303687400978	0.7	0.405	1.7057822253073e-157	NK	CD3D
3.8185566914056e-160	0.998721326621706	0.419	0.184	7.56570637268191e-156	NK	AKNA
3.94297320441903e-160	0.980333010561034	0.486	0.214	7.81221280991542e-156	NK	CD8A
6.02596094404638e-160	0.680643834209237	0.913	0.874	1.19392364184391e-155	NK	CALM1
5.06830342689519e-158	1.04346171963963	0.742	0.59	1.00418295797074e-153	NK	TSC22D3
4.79230531166641e-155	0.79573958961614	0.665	0.379	9.49499451400466e-151	NK	CD37
7.50310706111439e-155	0.972543163244968	0.467	0.229	1.48659060201859e-150	NK	MYO1F
2.12677380099576e-154	0.919793646789017	0.399	0.164	4.2137769319129e-150	NK	TRAF3IP3
2.24280881113906e-154	1.10321581603653	0.405	0.163	4.44367709750982e-150	NK	CD8B
1.41756126870684e-151	0.793998726205785	0.327	0.115	2.80861414168887e-147	NK	PYHIN1
3.03419422637534e-151	0.883984287845086	0.45	0.204	6.01164902071745e-147	NK	RUNX3
5.03145449625004e-151	0.691766847423954	0.591	0.297	9.9688207934202e-147	NK	FCER1G
1.16453640198358e-150	1.12386410443296	0.67	0.454	2.30729597325007e-146	NK	UCP2
1.7447099271746e-150	0.890589528774144	0.775	0.694	3.45679377871103e-146	NK	LITAF
3.81952982441445e-149	1.13412719120079	0.561	0.334	7.56763444111235e-145	NK	PIK3R1
2.20846312877494e-147	0.649242128814598	0.929	0.884	4.37562799704179e-143	NK	ARPC2
4.53336987397643e-146	0.920493336892519	0.408	0.183	8.9819657313095e-142	NK	ABI3
6.31344437067786e-146	0.7867071466629	0.459	0.202	1.2508827331624e-141	NK	CD96
4.33244816618591e-145	0.580211924082245	0.158	0.033	8.58387955166415e-141	NK	EOMES
2.05341804255722e-144	0.85663441680128	0.614	0.363	4.06843716771862e-140	NK	GYPC
3.0231416726945e-144	0.796923797276958	0.396	0.166	5.9897505961096e-140	NK	SKAP1
3.21046364738285e-144	0.724876431687983	0.392	0.154	6.36089162455964e-140	NK	IFNG
1.24739252405747e-142	0.93251337447035	0.701	0.598	2.47145880791507e-138	NK	RAP1B
1.55893458859323e-140	1.04623301553579	0.779	0.708	3.08871710037977e-136	NK	IFITM2
1.23135772675497e-139	0.772501405325046	0.382	0.153	2.43968906401963e-135	NK	FCGR3A
1.6062751985503e-139	0.788885075711195	0.306	0.109	3.18251305088772e-135	NK	RNF125
7.44855582649301e-139	0.775295237464461	0.921	0.9	1.47578236590306e-134	NK	BTG1
2.60015233826815e-138	0.810008320743615	0.328	0.121	5.15168182781069e-134	NK	KLRG1
1.37377907684641e-136	0.775480620891114	0.457	0.213	2.7218684849558e-132	NK	FAM46C
4.97592337638316e-136	0.695067761554337	0.275	0.089	9.85879698562796e-132	NK	LINC00861
1.16063684789959e-134	0.638844377436432	0.216	0.061	2.29956978674346e-130	NK	SLA2
1.62143075191944e-134	0.78468993203638	0.763	0.708	3.21254074877799e-130	NK	SEPT7
5.02954363907605e-134	0.784714630584366	0.739	0.556	9.96503481210138e-130	NK	TNFAIP3
1.41488856817591e-133	1.08988521824603	0.763	0.54	2.80331872012694e-129	NK	CD52
5.80003132274779e-132	0.757582501548632	0.595	0.334	1.14916020597602e-127	NK	CYTIP
1.63628707860912e-131	0.753820726588926	0.765	0.613	3.24197558884825e-127	NK	CLEC2B
5.1883380069932e-130	0.814693744033176	0.349	0.147	1.02796540932556e-125	NK	AOAH
1.25979551899318e-129	0.592158614280688	0.939	0.933	2.49603286178118e-125	NK	DDX5
2.89480680465958e-129	0.827433753582365	0.591	0.36	5.73548072207203e-125	NK	RORA
1.32107362974748e-128	0.79405438634171	0.339	0.139	2.61744318261869e-124	NK	ARHGAP9
1.94715502533709e-128	1.01817782465586	0.731	0.56	3.85789825170039e-124	NK	CREM
2.69100826890444e-128	0.872256256695218	0.403	0.19	5.33169468318038e-124	NK	DOK2
3.34901702820672e-128	0.399888812356829	1	0.997	6.63540743798598e-124	NK	RPL21
1.84306563687686e-127	1.1087447840397	0.523	0.354	3.65166594634412e-123	NK	APMAP
2.92889766253018e-126	0.687439301314279	0.192	0.053	5.80302493877104e-122	NK	ZBTB16
4.17090305443446e-125	0.755242494264486	0.487	0.241	8.263810221751e-121	NK	RHOH
1.29214543571993e-123	0.865483060527467	0.687	0.584	2.5601277517919e-119	NK	VAMP2
5.62185726874973e-123	0.433137182746818	0.999	0.997	1.11385858065738e-118	NK	ACTB
2.43117331293072e-120	0.821085292851301	0.339	0.145	4.81688368490963e-116	NK	MYO1G
3.01680580927209e-120	0.746483776662952	0.272	0.101	5.9771973499108e-116	NK	FGR
4.023688344183e-120	0.918247369604889	0.478	0.239	7.97213371632977e-116	NK	CD3G
4.42135874572873e-120	0.794807458182869	0.339	0.145	8.76003808291234e-116	NK	SPN
8.25820971338318e-118	0.336520022683596	1	0.997	1.63619909051261e-113	NK	RPS3
8.18904713193817e-117	0.733934549955432	0.628	0.406	1.62249590825091e-112	NK	LCP1
5.77916045570576e-116	0.911366397844793	0.336	0.148	1.14502506108898e-111	NK	GATA3
1.06076798314217e-115	1.24631786930813	0.666	0.603	2.10169960499959e-111	NK	FAM177A1
1.91337412677059e-115	0.671909095348015	0.284	0.104	3.79096815737057e-111	NK	GPR18
4.91084486303852e-115	0.731037966125708	0.888	0.836	9.72985692713822e-111	NK	ZFP36
1.38456005410172e-114	0.577733776266683	0.866	0.876	2.74322883519174e-110	NK	PSME1
1.67203459590945e-114	0.838210692086003	0.654	0.489	3.31280214487539e-110	NK	TUBA4A
8.56693438173266e-114	0.886439553634565	0.742	0.661	1.69736670905269e-109	NK	DDIT4
3.07205106108439e-113	0.774150151953952	0.679	0.53	6.08665476732651e-109	NK	LEPROTL1
6.135318077225e-113	0.476129293715299	0.141	0.033	1.21559057064059e-108	NK	CD244
1.07196844533174e-112	0.807641968097888	0.447	0.229	2.12389108073579e-108	NK	PLEK
3.35077913001335e-112	1.08016427008824	0.567	0.351	6.63889869029545e-108	NK	DUSP2
2.2825155828798e-111	0.792615504668319	0.436	0.223	4.52234812435974e-107	NK	SLA
3.51554554320943e-111	0.767442804937646	0.683	0.552	6.96535038476085e-107	NK	ELF1
2.02920006505111e-108	0.453371424795611	0.101	0.019	4.02045408888577e-104	NK	CX3CR1
5.27191170997011e-107	1.01861674204974	0.53	0.367	1.04452386709638e-102	NK	CD97
1.66399500150602e-106	0.839169556083369	0.507	0.308	3.29687329648387e-102	NK	PLAC8
3.36670463285584e-105	0.661410775830692	0.577	0.345	6.67045188907727e-101	NK	CD48
4.21589288118803e-105	0.751225102328288	0.411	0.202	8.35294856549784e-101	NK	GIMAP7
4.34824282135392e-105	0.770950232270009	0.514	0.309	8.61517350194853e-101	NK	ICAM3
8.36099896852558e-105	0.889001690398098	0.515	0.344	1.65656472563397e-100	NK	TGFB1
1.44221672758641e-104	0.823730183932114	0.496	0.297	2.85746400236696e-100	NK	ANXA6
3.02658831370815e-104	0.666770901498448	0.262	0.101	5.99657942594996e-100	NK	SASH3
2.58573502272126e-102	0.595617370119282	0.226	0.078	5.12311680051762e-98	NK	RP11-94L15.2
3.87397839928823e-102	0.918015535931275	0.519	0.354	7.67551340250977e-98	NK	PPP1R18
2.91625944147796e-100	0.766634690101677	0.384	0.187	5.77798483140029e-96	NK	MIR142
7.48075121569457e-99	0.624352943878766	0.806	0.821	1.48216123836557e-94	NK	SRSF5
1.1220704894999e-97	0.739476413038459	0.753	0.767	2.22315826084616e-93	NK	SRSF2
5.7974786837598e-97	0.847584191406066	0.417	0.235	1.14865445161333e-92	NK	PIP4K2A
1.22705748408287e-96	0.974512827818701	0.564	0.45	2.43116899321339e-92	NK	VPS37B
3.57545195444655e-96	0.815053941737586	0.232	0.091	7.08404295734496e-92	NK	LAT2
1.55749583040441e-95	0.69593361746902	0.736	0.624	3.08586648878025e-91	NK	PSMB9
6.28050056774653e-94	0.988731251721136	0.38	0.211	1.24435557748762e-89	NK	TMEM2
1.25508025266407e-93	0.805987675047296	0.583	0.444	2.48669050460332e-89	NK	STK4
4.352802186595e-93	0.788110077666021	0.457	0.256	8.62420697230067e-89	NK	GIMAP4
4.87577406830218e-92	0.740010465217933	0.67	0.603	9.6603711615271e-88	NK	FAM49B
8.98063607472937e-92	0.481472132659031	0.154	0.044	1.77933342548613e-87	NK	APBA2
6.63627766095491e-90	0.275421476079978	1	0.999	1.314845692965e-85	NK	RPS29
6.06949360380207e-86	0.556586675336441	0.741	0.532	1.2025487677213e-81	NK	LAPTM5
2.17162108025529e-85	0.611424830385808	0.29	0.128	4.3026328463098e-81	NK	PTPN22
2.37591088705868e-85	0.493890098347642	0.151	0.045	4.70739224052937e-81	NK	RAB37
2.87088334336793e-83	0.628075555817548	0.304	0.141	5.68808116821488e-79	NK	CD38
3.65434151696678e-83	0.722010780992568	0.593	0.457	7.24034684756628e-79	NK	CDC42SE2
1.33014785852554e-82	0.936288797627023	0.628	0.608	2.63542195209666e-78	NK	TCF25
2.57186595426442e-82	0.61912297260674	0.226	0.091	5.09563801518409e-78	NK	ITGAL
3.78573354500016e-82	0.786876011914985	0.34	0.182	7.50067387270882e-78	NK	C5orf56
7.2458149891492e-82	0.764790748385363	0.676	0.656	1.43561332380013e-77	NK	DNAJB6
1.28073457466057e-81	0.857477998109795	0.416	0.26	2.53751941277499e-77	NK	JMJD6
2.79566668924857e-81	0.768581522877015	0.558	0.428	5.53905441140819e-77	NK	STK17B
9.55746305413407e-81	0.686084358245737	0.356	0.184	1.89362015491558e-76	NK	TAGAP
7.09418632792236e-80	0.610210179244126	0.26	0.113	1.40557113715126e-75	NK	IL16
4.91347911917274e-79	0.78659670852051	0.572	0.459	9.73507617881695e-75	NK	PPP2R5C
5.13393449373033e-79	0.508748399089462	0.183	0.063	1.01718644124279e-74	NK	NCR3
2.80456593813913e-78	0.578528407607911	0.757	0.62	5.55668649323506e-74	NK	ID2
1.10127020166832e-77	0.259132474397525	1	1	2.18194665056543e-73	NK	EEF1A1
1.42760598359929e-77	0.962667554722264	0.502	0.39	2.82851573530528e-73	NK	CDC42SE1
3.62002611807702e-77	0.87606596190029	0.462	0.33	7.17235774774599e-73	NK	RHOF
3.1886862276351e-75	0.653479098503975	0.363	0.202	6.31774402281342e-71	NK	CELF2
4.95224379396346e-75	0.569752014748093	0.449	0.258	9.81188062897981e-71	NK	ITM2A
5.63508857405638e-75	0.409908625950949	0.97	0.961	1.11648009917779e-70	NK	ACTG1
2.02463614969215e-74	0.708938707733383	0.52	0.379	4.01141160338506e-70	NK	HLA-F
9.64669431452046e-74	0.659275897986118	0.431	0.26	1.91129954453594e-69	NK	SEPT1
1.21885465219184e-73	0.728029731501236	0.645	0.643	2.4149167223877e-69	NK	EIF3G
2.72532348789512e-73	0.505718002274799	0.86	0.87	5.3996834265666e-69	NK	CLIC1
2.98002359301597e-73	0.636112060234363	0.618	0.466	5.90432074484255e-69	NK	FYB
1.21137642947905e-71	0.854756183470065	0.834	0.82	2.40010011972684e-67	NK	NFKBIA
2.32309655962761e-71	0.438238401293982	0.137	0.043	4.60275121359018e-67	NK	PPP2R2B
1.26794002063809e-70	0.816458664576641	0.553	0.475	2.51216956289024e-66	NK	STK17A
1.24045082480211e-69	0.605462985380899	0.741	0.752	2.45770521918042e-65	NK	SRSF7
1.55239429256305e-69	0.631201190272362	0.311	0.159	3.07575881185517e-65	NK	GIMAP5
1.74680580631877e-69	0.637404842162049	0.733	0.723	3.46094634405937e-65	NK	SELK
2.19794685319901e-69	0.607965060237066	0.877	0.89	4.3547921002432e-65	NK	SH3BGRL3
2.72347048197062e-67	0.832891757067148	0.522	0.42	5.3960120659284e-63	NK	IDI1
3.60106736065192e-67	0.698121837211172	0.275	0.142	7.13479476165964e-63	NK	PTPN4
7.62319226503595e-67	1.20216092800179	0.239	0.119	1.51038308347157e-62	NK	B3GNT7
2.87995012905881e-66	0.413535637194462	0.915	0.923	5.70604519070422e-62	NK	EIF4A1
8.27135706584034e-66	0.633307230667638	0.486	0.334	1.63880397545495e-61	NK	SEPT6
1.31487929961684e-65	0.570206500228181	0.535	0.365	2.60517035633084e-61	NK	SLC2A3
3.72221061348053e-65	0.675083996737536	0.43	0.279	7.37481588848897e-61	NK	TNFRSF1B
1.67131394021762e-64	0.441358977533023	0.931	0.917	3.31137430975318e-60	NK	JUNB
1.9209974309569e-64	0.951641129911504	0.5	0.413	3.80607220995491e-60	NK	FOSL2
1.4315038325824e-63	0.730819570104777	0.288	0.149	2.8362385434955e-59	NK	C16orf54
2.79285833912057e-63	0.516183248313022	0.224	0.1	5.53349022729958e-59	NK	PSTPIP1
3.77866905424394e-62	0.702858662953174	0.346	0.202	7.48667699717351e-58	NK	RP11-347P5.1
4.28289939238429e-62	0.690541326935164	0.624	0.606	8.485708566131e-58	NK	KMT2E
7.53732854306294e-62	0.661656347106931	0.667	0.678	1.49337090423706e-57	NK	PPP1CA
1.66284877204389e-61	0.266903101559143	0.955	0.862	3.29460227205055e-57	NK	CYBA
6.52385023316003e-61	0.495081023902253	0.298	0.148	1.292570446696e-56	NK	GPR171
7.7262431585496e-60	0.562243031703457	0.215	0.099	1.53080055700343e-55	NK	CCDC69
2.0074614416531e-59	0.253458420096161	0.999	0.998	3.97738335434729e-55	NK	EIF1
3.32641759046148e-59	0.338743628859965	0.946	0.957	6.59063117198132e-55	NK	HNRNPA1
4.25015261051127e-59	0.641128753759224	0.392	0.255	8.42082736720597e-55	NK	LBH
5.2346350304963e-59	0.630546913681352	0.363	0.222	1.03713823859223e-54	NK	LPXN
1.50062042314007e-57	0.575007101850594	0.677	0.685	2.97317924436742e-53	NK	CAP1
3.11208581729954e-57	0.551882894045369	0.316	0.177	6.16597562981557e-53	NK	ARHGAP15
3.89959902459999e-57	0.402410384807708	0.146	0.053	7.72627554743996e-53	NK	SCML4
9.24208810462785e-57	0.474862600302956	0.762	0.811	1.83113491616992e-52	NK	CIRBP
1.81922699598318e-56	0.673345708803385	0.568	0.506	3.60443444714147e-52	NK	TERF2IP
2.4392310981609e-56	0.479343266251987	0.206	0.092	4.83284857478619e-52	NK	FAIM3
5.51762742481788e-56	0.690008378816541	0.34	0.213	1.09320752167917e-51	NK	RASSF5
7.86895267380536e-56	0.703481363188258	0.251	0.129	1.55907559326106e-51	NK	IRF8
1.25972903462284e-55	0.410160214580706	0.106	0.033	2.49590113629824e-51	NK	PATL2
1.68693025874342e-55	0.301168850160831	0.968	0.965	3.34231492164833e-51	NK	RPSA
1.99802785528474e-55	0.4492622745854	0.809	0.81	3.95869258967566e-51	NK	HSPA8
2.41496830924279e-55	0.542737186301326	0.38	0.225	4.78477671110274e-51	NK	SPOCK2
4.66488137077239e-55	0.729380523465538	0.298	0.177	9.24252945991133e-51	NK	DENND2D
8.77926576844017e-54	0.572753343651346	0.218	0.105	1.73943592670105e-49	NK	S1PR4
1.04961815700536e-53	0.46887657472859	0.211	0.097	2.07960845447473e-49	NK	GRAP2
1.93941031426867e-53	0.368133556424632	0.108	0.034	3.84255365566051e-49	NK	TSPAN32
3.77178417672701e-53	0.570154916296172	0.408	0.262	7.47303598934923e-49	NK	EVI2A
4.66491174368839e-53	0.678667172330766	0.608	0.555	9.2425896377698e-49	NK	BTG2
1.36350107942877e-52	0.341888765129319	0.895	0.935	2.70150468867223e-48	NK	RPL36AL
1.65691837594788e-52	0.598192882240851	0.28	0.156	3.28285237826553e-48	NK	ARHGAP30
2.40663635027141e-52	0.683423179270732	0.342	0.217	4.76826860079275e-48	NK	FMNL1
2.88947509487326e-52	0.577010357230444	0.235	0.121	5.72491700547239e-48	NK	ANXA2R
3.78641680273821e-52	0.419037245059998	0.757	0.806	7.50202761126521e-48	NK	UBE2D3
6.7864268553611e-52	0.710375793069173	0.486	0.381	1.3445947528527e-47	NK	ARL4C
1.44507587890472e-51	0.559902125507881	0.437	0.301	2.86312883887392e-47	NK	HCLS1
3.00654966494843e-51	0.72742474576875	0.499	0.422	5.95687685116233e-47	NK	PDCD4
5.23119558184588e-50	0.430495802751274	0.122	0.043	1.03645678063112e-45	NK	CHI3L2
8.88083177499218e-50	0.320271701752184	0.108	0.035	1.7595591995792e-45	NK	IL18RAP
6.05319741522476e-49	0.740436159219569	0.506	0.468	1.19932000387848e-44	NK	C9orf142
7.12296620387793e-49	0.400238160159961	0.199	0.091	1.41127329397433e-44	NK	RGL4
7.29094620244182e-49	0.778124296409797	0.524	0.49	1.4445551710898e-44	NK	JAK1
4.47881889899791e-48	0.520941462924553	0.238	0.124	8.87388388458456e-44	NK	ITGB7
1.7238444019762e-47	0.308449595428977	0.907	0.944	3.41545291363545e-43	NK	TMA7
2.03790792505329e-47	0.763122357876191	0.465	0.374	4.03770697190808e-43	NK	CCNH
2.59138347779862e-47	0.636892322292926	0.5	0.406	5.1343080845624e-43	NK	TAP1
3.07281154694198e-46	0.649686674753158	0.22	0.12	6.08816151795615e-42	NK	C1orf21
4.18847604868843e-46	0.605557944133041	0.621	0.63	8.29862759526638e-42	NK	DDX24
1.3669319247398e-45	0.733924588174903	0.482	0.428	2.70830222248697e-41	NK	OSTF1
1.69206871326978e-45	0.633345448937709	0.452	0.335	3.35249574160142e-41	NK	C12orf75
1.10160168233109e-43	0.448260463621227	0.247	0.128	2.18260341320259e-39	NK	CXCR6
1.26739086542691e-43	0.449174401106143	0.699	0.725	2.51108152167034e-39	NK	CAPZB
3.74721091181836e-43	0.392805893834996	0.778	0.832	7.42434897958572e-39	NK	HNRNPK
5.71463374111176e-43	0.547316978628858	0.283	0.171	1.13224038312647e-38	NK	APBB1IP
6.59514379969313e-43	0.424345718074074	0.197	0.096	1.3066958410332e-38	NK	RASGRP1
6.88991464622168e-43	0.679101201874966	0.377	0.279	1.3650987888559e-38	NK	ARHGEF1
7.45962531164449e-43	0.648651618270818	0.334	0.229	1.47797556299612e-38	NK	BTN3A2
5.38760937528264e-42	0.540878551076049	0.199	0.104	1.06744704552475e-37	NK	ADAM8
1.22318231181912e-41	0.545530743365129	0.251	0.146	2.42349111440722e-37	NK	DEF6
5.19226094537605e-41	0.300121486880028	0.88	0.91	1.02874266110736e-36	NK	SUB1
5.23695912304212e-41	0.595364205878014	0.498	0.417	1.03759871104833e-36	NK	FNBP1
6.15710802039624e-41	0.525274813684598	0.64	0.646	1.21990781208111e-36	NK	CD99
7.73614778438036e-41	0.711154859945948	0.44	0.374	1.53276296051928e-36	NK	SLC38A1
2.22236979703968e-40	0.351494934679149	0.141	0.06	4.40318127887471e-36	NK	ITK
4.83693687090023e-40	0.570817692140094	0.621	0.651	9.58342302231462e-36	NK	ARL6IP5
7.72386798611742e-40	0.393746119447171	0.139	0.06	1.53032996408944e-35	NK	ATP8A1
8.03899037339899e-40	0.551985884782616	0.445	0.341	1.59276516268154e-35	NK	GLIPR1
8.62866357953262e-40	0.63094439855822	0.329	0.221	1.7095971150128e-35	NK	PTGER4
1.25111750437709e-39	0.677850181705988	0.468	0.4	2.47883911142232e-35	NK	PSMB10
1.35193643521443e-39	0.601943714488981	0.378	0.277	2.67859165909036e-35	NK	ARID5A
1.61140766147269e-39	0.297428374497147	0.832	0.781	3.19268199967584e-35	NK	S100A4
2.11400507533387e-39	0.60626450677787	0.582	0.563	4.188478255759e-35	NK	PSMB8
2.26069180525994e-39	0.679425502929153	0.395	0.312	4.47910867376151e-35	NK	DDX6
2.63254610957028e-39	0.568280400130802	0.171	0.086	5.21586360689159e-35	NK	TTC38
2.93645199861459e-39	0.626098980864727	0.313	0.208	5.81799234485509e-35	NK	CNOT6L
