p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	1.67684058860282	0.434	0.03	0	Epithelial	WFDC2
0	1.67322260272545	0.559	0.035	0	Epithelial	SFN
0	1.61438241496953	0.555	0.093	0	Epithelial	NQO1
0	1.61249538566668	0.702	0.261	0	Epithelial	CYSTM1
0	1.56356355210757	0.809	0.476	0	Epithelial	COX5A
0	1.55983097781128	0.185	0.018	0	Epithelial	PSCA
0	1.54239435849962	0.645	0.168	0	Epithelial	PERP
0	1.54205836475832	0.823	0.509	0	Epithelial	SLC25A5
0	1.53739176397897	0.535	0.027	0	Epithelial	MUC13
0	1.5073545637927	0.779	0.407	0	Epithelial	CHCHD10
0	1.47461482014595	0.554	0.085	0	Epithelial	SLPI
0	1.4567437001744	0.683	0.211	0	Epithelial	S100A16
0	1.4350084360912	0.777	0.459	0	Epithelial	CYCS
0	1.42305546664271	0.618	0.225	0	Epithelial	ETHE1
0	1.41781327171677	0.303	0.021	0	Epithelial	PCK1
0	1.41582085049264	0.882	0.655	0	Epithelial	UQCRQ
0	1.41007974317905	0.562	0.102	0	Epithelial	PHLDA2
0	1.40608092846994	0.598	0.019	0	Epithelial	RAB25
0	1.39988302826057	0.801	0.506	0	Epithelial	HSPE1
0	1.39431267346829	0.84	0.544	0	Epithelial	ATPIF1
0	1.39025191824069	0.94	0.768	0	Epithelial	PPDPF
0	1.39003582537999	0.526	0.023	0	Epithelial	PPP1R1B
0	1.38368100003962	0.54	0.02	0	Epithelial	MAL2
0	1.37999517945387	0.281	0.017	0	Epithelial	KRT20
0	1.37753817957924	0.571	0.065	0	Epithelial	STARD10
0	1.3765272787231	0.827	0.581	0	Epithelial	ATP5G3
0	1.37371576175388	0.403	0.039	0	Epithelial	KLK1
0	1.36758713868182	0.861	0.579	0	Epithelial	COX7B
0	1.35591536734917	0.855	0.578	0	Epithelial	PRDX5
0	1.34648777401083	0.363	0.047	0	Epithelial	LGALS2
0	1.34065753590031	0.548	0.028	0	Epithelial	KLF5
0	1.33926985145372	0.877	0.715	0	Epithelial	COX5B
0	1.32921382390865	0.908	0.729	0	Epithelial	ALDOA
0	1.32804999605279	0.87	0.66	0	Epithelial	UQCRH
0	1.3199721743256	0.316	0.013	0	Epithelial	C10orf99
0	1.31559986119041	0.698	0.212	0	Epithelial	MARCKSL1
0	1.31208951456324	0.473	0.06	0	Epithelial	GPRC5A
0	1.31117376109756	0.527	0.021	0	Epithelial	CDH17
0	1.30525840442029	0.463	0.018	0	Epithelial	PDZK1IP1
0	1.27543825968919	0.462	0.038	0	Epithelial	MUC1
0	1.26767531309352	0.255	0.012	0	Epithelial	TM4SF4
0	1.26710093183573	0.653	0.24	0	Epithelial	ANXA4
0	1.2490094534201	0.512	0.021	0	Epithelial	MISP
0	1.24042969432522	0.87	0.658	0	Epithelial	USMG5
0	1.23565991708363	0.413	0.076	0	Epithelial	CDA
0	1.22300205727182	0.894	0.725	0	Epithelial	COX6C
0	1.21738061528414	0.728	0.445	0	Epithelial	SRI
0	1.21307867272882	0.708	0.438	0	Epithelial	ATP5G1
0	1.21073147504855	0.859	0.695	0	Epithelial	COX6A1
0	1.20496263194465	0.664	0.327	0	Epithelial	TUBB4B
0	1.20149446658326	0.772	0.444	0	Epithelial	SLIRP
0	1.19924901213149	0.667	0.357	0	Epithelial	HSPD1
0	1.19676948903671	0.814	0.58	0	Epithelial	UQCR10
0	1.19365903056492	0.861	0.652	0	Epithelial	COX8A
0	1.1929354461777	0.435	0.015	0	Epithelial	CDX1
0	1.18891668801423	0.505	0.019	0	Epithelial	PRSS8
0	1.18112188318053	0.811	0.524	0	Epithelial	TSPO
0	1.16935856209058	0.906	0.75	0	Epithelial	COX6B1
0	1.16639791942205	0.641	0.257	0	Epithelial	HN1
0	1.16612841061505	0.42	0.032	0	Epithelial	SDCBP2
0	1.16552214245152	0.743	0.457	0	Epithelial	MIF
0	1.16431126072941	0.44	0.072	0	Epithelial	ASS1
0	1.15463905265867	0.547	0.129	0	Epithelial	ATP1B1
0	1.15322865696085	0.552	0.21	0	Epithelial	MDK
0	1.14773783154948	0.494	0.043	0	Epithelial	SERINC2
0	1.13684634698671	0.509	0.031	0	Epithelial	PLPP2
0	1.13622633958874	0.91	0.784	0	Epithelial	PPIA
0	1.13500675568727	0.985	0.913	0	Epithelial	GAPDH
0	1.13421380485055	0.929	0.826	0	Epithelial	COX4I1
0	1.13006335427923	0.626	0.224	0	Epithelial	MPST
0	1.12978127843767	0.766	0.524	0	Epithelial	ATP5B
0	1.12741630005749	0.827	0.588	0	Epithelial	ATP5J2
0	1.12736733945499	0.511	0.02	0	Epithelial	PKP3
0	1.12462698961602	0.43	0.064	0	Epithelial	LMO7
0	1.11821039905612	0.464	0.092	0	Epithelial	CES2
0	1.11602331460199	0.858	0.691	0	Epithelial	ATP5I
0	1.11263321932901	0.545	0.181	0	Epithelial	AGPAT2
0	1.11243532831138	0.609	0.176	0	Epithelial	HMGA1
0	1.10923130800456	0.502	0.014	0	Epithelial	VIL1
0	1.10677665340507	0.41	0.023	0	Epithelial	MUC5B
0	1.0976415121972	0.981	0.998	0	Epithelial	MT-CO2
0	1.08990523831784	0.567	0.181	0	Epithelial	TUBA1C
0	1.08392344311532	0.513	0.072	0	Epithelial	CAMK2N1
0	1.08330870732652	0.49	0.056	0	Epithelial	TST
0	1.07433584897227	0.875	0.753	0	Epithelial	COX7A2
0	1.07361246696565	0.565	0.187	0	Epithelial	C12orf75
0	1.07187983534283	0.504	0.048	0	Epithelial	SPINT1
0	1.04978418523502	0.864	0.631	0	Epithelial	TPI1
0	1.04539367447736	0.809	0.551	0	Epithelial	DBI
0	1.04246759589282	0.485	0.012	0	Epithelial	LAD1
0	1.04187146179315	0.572	0.154	0	Epithelial	MGST1
0	1.03316785861318	0.764	0.499	0	Epithelial	NDUFS6
0	1.03204627813634	0.494	0.016	0	Epithelial	KRTCAP3
0	1.02633221913874	0.602	0.195	0	Epithelial	CISD3
0	1.02276003305318	0.529	0.076	0	Epithelial	LSR
0	1.02234963459961	0.83	0.645	0	Epithelial	NDUFA1
0	1.02188834343359	0.637	0.236	0	Epithelial	OCIAD2
0	1.01157506741624	0.487	0.017	0	Epithelial	CDH1
0	1.00540454044177	0.184	0.006	0	Epithelial	LEFTY1
0	1.00304943388672	0.452	0.015	0	Epithelial	SLC44A4
0	1.0013407242085	0.47	0.034	0	Epithelial	ABCC3
0	0.995513416187732	0.615	0.232	0	Epithelial	PCBD1
0	0.994699996918421	0.552	0.198	0	Epithelial	TSPAN3
0	0.989902289640227	0.475	0.04	0	Epithelial	DSG2
0	0.986923300206983	0.445	0.024	0	Epithelial	IFT172
0	0.98397034598599	0.634	0.292	0	Epithelial	TXNDC17
0	0.983102004038298	0.617	0.295	0	Epithelial	FAM162A
0	0.977739163937221	0.434	0.014	0	Epithelial	TMEM45B
0	0.976052309891517	0.649	0.343	0	Epithelial	CYC1
0	0.974176777055567	0.296	0.012	0	Epithelial	HMGCS2
0	0.970966852098693	0.285	0.021	0	Epithelial	TACSTD2
0	0.970445492889669	0.608	0.194	0	Epithelial	MGST2
0	0.968100697380823	0.7	0.387	0	Epithelial	NDUFB3
0	0.967483176058767	0.487	0.043	0	Epithelial	ST14
0	0.966246708026667	0.432	0.058	0	Epithelial	ITGB4
0	0.963586954974118	0.451	0.094	0	Epithelial	AKR1C3
0	0.962475067224373	0.462	0.012	0	Epithelial	PRR15L
0	0.959166312283897	0.446	0.032	0	Epithelial	STAP2
0	0.956822851216554	0.872	0.753	0	Epithelial	UQCR11
0	0.956518868974887	0.414	0.035	0	Epithelial	BIK
0	0.953370235379042	0.709	0.414	0	Epithelial	SNRPF
0	0.952948125572459	0.34	0.048	0	Epithelial	SLC2A1
0	0.95246697671783	0.984	0.999	0	Epithelial	MT-CO3
0	0.950168460067288	0.34	0.011	0	Epithelial	CDX2
0	0.94714315521971	0.416	0.112	0	Epithelial	CKS2
0	0.943434427324041	0.459	0.017	0	Epithelial	MYH14
0	0.941198626727249	0.602	0.259	0	Epithelial	SYNGR2
0	0.937885194278403	0.825	0.657	0	Epithelial	ATP5D
0	0.937230044070911	0.561	0.214	0	Epithelial	MRPL12
0	0.931153991688947	0.499	0.095	0	Epithelial	SLC39A4
0	0.927767904237373	0.175	0.014	0	Epithelial	PI3
0	0.924749068387095	0.247	0.007	0	Epithelial	CTSE
0	0.92471152982	0.468	0.011	0	Epithelial	AP1M2
0	0.918819247826309	0.326	0.021	0	Epithelial	ZG16B
0	0.918228594429808	0.645	0.305	0	Epithelial	LSM4
0	0.916498997468451	0.487	0.066	0	Epithelial	JUP
0	0.913877257123921	0.416	0.014	0	Epithelial	RP11-357H14.17
0	0.912488288491564	0.316	0.023	0	Epithelial	MSLN
0	0.910706039582697	0.557	0.191	0	Epithelial	TPD52
0	0.901666665716711	0.195	0.014	0	Epithelial	UBE2C
0	0.899469026180292	0.31	0.037	0	Epithelial	GDF15
0	0.898772319014956	0.841	0.678	0	Epithelial	C14orf2
0	0.896780564206405	0.385	0.033	0	Epithelial	ANXA3
0	0.883833811089834	0.423	0.016	0	Epithelial	FERMT1
0	0.883598802820321	0.993	0.981	0	Epithelial	TMSB10
0	0.881141596592467	0.317	0.008	0	Epithelial	TM4SF5
0	0.877205251424722	0.294	0.015	0	Epithelial	VSIG2
0	0.87480287539827	0.444	0.009	0	Epithelial	USH1C
0	0.874701378739938	0.988	0.982	0	Epithelial	RPL36
0	0.872275658466922	0.27	0.01	0	Epithelial	SMIM24
0	0.870900430999311	0.456	0.062	0	Epithelial	ABHD11
0	0.86985701492526	0.46	0.032	0	Epithelial	LLGL2
0	0.86937301701235	0.437	0.017	0	Epithelial	PLS1
0	0.865560638574727	0.338	0.016	0	Epithelial	ST6GALNAC1
0	0.860694444292689	0.657	0.349	0	Epithelial	ETFB
0	0.859639622070384	0.422	0.065	0	Epithelial	SLC12A2
0	0.853700769787964	0.42	0.01	0	Epithelial	TMC5
0	0.853022096895044	0.5	0.086	0	Epithelial	SH3YL1
0	0.848385810913347	0.397	0.009	0	Epithelial	AKR7A3
0	0.845297630787844	0.18	0.017	0	Epithelial	UGT2B17
0	0.842847923534459	0.615	0.286	0	Epithelial	ECHS1
0	0.840823821779814	0.888	0.754	0	Epithelial	CHCHD2
0	0.838929004961632	0.372	0.013	0	Epithelial	AOC1
0	0.830670693874901	0.978	0.975	0	Epithelial	RPL37
0	0.829389690074987	0.755	0.417	0	Epithelial	CD9
0	0.827518038216669	0.154	0.009	0	Epithelial	RP11-462G2.1
0	0.827430136710255	0.372	0.021	0	Epithelial	AMN
0	0.819272899145856	0.398	0.013	0	Epithelial	SOX9
0	0.819188349015177	0.353	0.01	0	Epithelial	PPP1R14D
0	0.809317479430657	0.457	0.047	0	Epithelial	PTPRF
0	0.807952699115519	0.935	0.888	0	Epithelial	COX7C
0	0.806969001666477	0.985	0.976	0	Epithelial	RPL8
0	0.805711118290713	0.37	0.059	0	Epithelial	MALL
0	0.803664730412584	0.987	0.988	0	Epithelial	RPL37A
0	0.80350297723831	0.429	0.017	0	Epithelial	RP11-532F12.5
0	0.803281203669379	0.425	0.023	0	Epithelial	DSP
0	0.801577754710564	0.963	0.929	0	Epithelial	RPLP0
0	0.79919115040045	0.42	0.074	0	Epithelial	GOLM1
0	0.799170934032683	0.247	0.009	0	Epithelial	KLK11
0	0.798617252851555	0.535	0.198	0	Epithelial	CYB5B
0	0.793582428643974	0.474	0.109	0	Epithelial	FAM195A
0	0.790884289647483	0.956	0.951	0	Epithelial	RPS21
0	0.789470158736869	0.469	0.03	0	Epithelial	ERBB3
0	0.789464859369118	0.443	0.078	0	Epithelial	SLC22A18
0	0.785393207263713	0.41	0.012	0	Epithelial	TMPRSS4
0	0.780950836731203	0.55	0.204	0	Epithelial	STRA13
0	0.776676446958247	0.399	0.081	0	Epithelial	TCEA3
0	0.77207032610806	0.363	0.024	0	Epithelial	FAM84A
0	0.767369318292048	0.393	0.032	0	Epithelial	CYP3A5
0	0.767196274113288	0.31	0.015	0	Epithelial	PDE4C
0	0.764431806742346	0.374	0.006	0	Epithelial	CCL15
0	0.759273901000424	0.505	0.154	0	Epithelial	H1F0
0	0.756517701942609	0.532	0.219	0	Epithelial	HNRNPAB
0	0.756371690140652	0.187	0.018	0	Epithelial	ADH1C
0	0.755318845891994	0.521	0.172	0	Epithelial	NAPRT
0	0.748047534401152	0.48	0.168	0	Epithelial	FDFT1
0	0.745564005849044	0.132	0.005	0	Epithelial	TFF2
0	0.745148454705332	0.324	0.015	0	Epithelial	CDHR5
0	0.743407306938645	0.409	0.062	0	Epithelial	CMBL
0	0.7384909401059	0.319	0.009	0	Epithelial	C2orf82
0	0.736230334942392	0.48	0.138	0	Epithelial	TMEM106C
0	0.733747864973472	0.442	0.071	0	Epithelial	RBM47
0	0.731659581339539	0.378	0.011	0	Epithelial	TMPRSS2
0	0.729858606709918	0.425	0.047	0	Epithelial	GALE
0	0.728285470293752	0.319	0.046	0	Epithelial	SCD
0	0.727907764830908	0.221	0.019	0	Epithelial	B3GNT7
0	0.726933201679204	0.378	0.011	0	Epithelial	EPS8L3
0	0.724915576010553	0.936	0.841	0	Epithelial	CFL1
0	0.72454216219671	0.35	0.011	0	Epithelial	GPA33
0	0.721632175374807	0.502	0.185	0	Epithelial	TSTA3
0	0.72009797628474	0.434	0.102	0	Epithelial	GIPC1
0	0.719666947378119	0.303	0.013	0	Epithelial	PRR15
0	0.717122438637759	0.349	0.019	0	Epithelial	LAMB3
0	0.715018937120903	0.464	0.168	0	Epithelial	QTRT1
0	0.714010246979602	0.366	0.075	0	Epithelial	GPR160
0	0.71392315843592	0.247	0.025	0	Epithelial	TNNC2
0	0.713842785718141	0.477	0.161	0	Epithelial	AP1S1
0	0.713299235018811	0.456	0.07	0	Epithelial	ACSL5
0	0.711059225817362	0.344	0.004	0	Epithelial	EHF
0	0.69922610297478	0.447	0.113	0	Epithelial	GFPT1
0	0.694449105846784	0.152	0.006	0	Epithelial	AC006262.5
0	0.692369293506162	0.378	0.012	0	Epithelial	CRB3
0	0.689597612903118	0.345	0.075	0	Epithelial	GGH
0	0.681852932956232	0.247	0.031	0	Epithelial	PKIB
0	0.680452578122303	0.308	0.035	0	Epithelial	EPS8L1
0	0.680017908248165	0.303	0.01	0	Epithelial	GCNT3
0	0.677806491155154	0.452	0.129	0	Epithelial	DCTPP1
0	0.675395316842894	0.343	0.04	0	Epithelial	MAOA
0	0.673179043465834	0.37	0.011	0	Epithelial	CXADR
0	0.670393818544967	0.395	0.081	0	Epithelial	GMDS
0	0.670364463229194	0.213	0.005	0	Epithelial	FABP2
0	0.669355416155351	0.434	0.091	0	Epithelial	RAB11FIP1
0	0.668405507469722	0.211	0.012	0	Epithelial	KLK10
0	0.667869169255636	0.432	0.122	0	Epithelial	SDC1
0	0.66776205716593	0.99	0.988	0	Epithelial	RPS15
0	0.666298669158804	0.945	0.903	0	Epithelial	H3F3A
0	0.665850291250608	0.242	0.013	0	Epithelial	TNNT1
0	0.664618980368074	0.401	0.041	0	Epithelial	DDAH1
0	0.664547593269224	0.345	0.057	0	Epithelial	HMGCS1
0	0.661465227281051	0.383	0.107	0	Epithelial	PLXNB2
0	0.654617826259971	0.429	0.089	0	Epithelial	TSPAN13
0	0.653255370689468	0.678	0.311	0	Epithelial	PDLIM1
0	0.647399199813185	0.225	0.006	0	Epithelial	KLK6
0	0.641829627909024	0.357	0.013	0	Epithelial	TJP3
0	0.636675719517656	0.98	0.981	0	Epithelial	RPL35
0	0.635748113080948	0.519	0.195	0	Epithelial	PLEKHJ1
0	0.626868206776142	0.414	0.064	0	Epithelial	SMAGP
0	0.615830681440635	0.419	0.104	0	Epithelial	ASL
0	0.61387019955138	0.235	0.006	0	Epithelial	ANXA13
0	0.613033397298882	0.352	0.06	0	Epithelial	PXMP2
0	0.611641681070052	0.417	0.071	0	Epithelial	RASSF7
0	0.611607713934021	0.386	0.049	0	Epithelial	MGAT4B
0	0.611310508268576	0.428	0.115	0	Epithelial	COMTD1
0	0.606996325114207	0.308	0.006	0	Epithelial	CKMT1B
0	0.6032080431695	0.324	0.009	0	Epithelial	BCL2L15
0	0.600297055801923	0.301	0.008	0	Epithelial	CLRN3
0	0.598949119444481	0.406	0.125	0	Epithelial	AHCY
0	0.593713890528103	0.245	0.008	0	Epithelial	LEMD1
0	0.592658926469196	0.299	0.062	0	Epithelial	CDKN2A
0	0.591461068909079	0.367	0.022	0	Epithelial	DDR1
0	0.589239716032199	0.4	0.111	0	Epithelial	BZW2
0	0.588178532450081	0.444	0.14	0	Epithelial	EBP
0	0.584300013271724	0.181	0.012	0	Epithelial	BIRC5
0	0.584033189687894	0.445	0.125	0	Epithelial	HDGF
0	0.57849929721779	0.29	0.006	0	Epithelial	C9orf152
0	0.578140716975939	0.385	0.059	0	Epithelial	PPP1R16A
0	0.577297692532528	0.978	0.972	0	Epithelial	RPL18
0	0.577153634828399	0.154	0.012	0	Epithelial	TOP2A
0	0.574476284849726	0.472	0.154	0	Epithelial	CTTN
0	0.57431115906222	0.438	0.114	0	Epithelial	NDFIP2
0	0.567363565799737	0.379	0.066	0	Epithelial	EPS8L2
0	0.567108717913953	0.306	0.063	0	Epithelial	LINC01133
0	0.566182312179716	0.352	0.094	0	Epithelial	BACE2
0	0.565983009210877	0.22	0.028	0	Epithelial	CEACAM1
0	0.565227467342559	0.23	0.009	0	Epithelial	TRIM29
0	0.564621103342936	0.456	0.129	0	Epithelial	PDXDC1
0	0.56376754087164	0.368	0.079	0	Epithelial	MACROD1
0	0.562104909053381	0.285	0.004	0	Epithelial	LINC01207
0	0.560014236500144	0.35	0.047	0	Epithelial	EFNA1
0	0.559227562687518	0.349	0.037	0	Epithelial	GPRC5C
0	0.553986296679929	0.274	0.015	0	Epithelial	HSD11B2
0	0.553841284019744	0.181	0.005	0	Epithelial	CHP2
0	0.552688293130136	0.33	0.038	0	Epithelial	ITGA3
0	0.551241523503937	0.242	0.006	0	Epithelial	MUC4
0	0.547445241138249	0.346	0.047	0	Epithelial	CRACR2B
0	0.544824167305372	0.299	0.007	0	Epithelial	MUC3A
0	0.542420532314424	0.307	0.01	0	Epithelial	SCNN1A
0	0.542202861220351	0.214	0.004	0	Epithelial	HOXB13
0	0.538134538079326	0.355	0.088	0	Epithelial	GSKIP
0	0.537326099458412	0.43	0.103	0	Epithelial	NET1
0	0.536207150959963	0.322	0.016	0	Epithelial	TMC4
0	0.534969388593786	0.33	0.032	0	Epithelial	DSC2
0	0.533073058137756	0.289	0.005	0	Epithelial	LIPH
0	0.532114819416924	0.246	0.006	0	Epithelial	PLA2G10
0	0.530260451396754	0.287	0.007	0	Epithelial	HNF4A
0	0.529947020850041	0.363	0.072	0	Epithelial	HDHD3
0	0.529417644731392	0.335	0.013	0	Epithelial	DEGS2
0	0.529178695320149	0.205	0.006	0	Epithelial	TRIM31
0	0.528050999052773	0.35	0.039	0	Epithelial	ATP8B1
0	0.528045667972342	0.221	0.004	0	Epithelial	AZGP1
0	0.527753295086402	0.282	0.004	0	Epithelial	CKMT1A
0	0.526147937855906	0.369	0.083	0	Epithelial	HSBP1L1
0	0.524763485629643	0.324	0.007	0	Epithelial	ATP10B
0	0.523439482437145	0.35	0.074	0	Epithelial	HOXB7
0	0.519872266782113	0.305	0.022	0	Epithelial	ADAP1
0	0.517224061189096	0.172	0.018	0	Epithelial	CDKN3
0	0.514267358298799	0.318	0.012	0	Epithelial	C1orf106
0	0.513363701211919	0.453	0.15	0	Epithelial	HTATIP2
0	0.511800182094882	0.364	0.06	0	Epithelial	SDC4
0	0.511125475431106	0.326	0.072	0	Epithelial	LACTB2
0	0.511035223004702	0.147	0.009	0	Epithelial	CDC20
0	0.508827571873613	0.305	0.007	0	Epithelial	CBLC
0	0.508420092447327	0.306	0.007	0	Epithelial	CCDC64B
0	0.507807550350448	0.305	0.007	0	Epithelial	TMEM125
0	0.506615404085227	0.204	0.006	0	Epithelial	SFTA2
0	0.504409286946822	0.416	0.12	0	Epithelial	CCND1
0	0.504310948780558	0.179	0.02	0	Epithelial	KIAA0101
0	0.504199211036699	0.318	0.024	0	Epithelial	PKP2
0	0.500770491483363	0.316	0.005	0	Epithelial	ESRP1
0	0.500480092257858	0.335	0.052	0	Epithelial	TRAF4
0	0.496003839615836	0.202	0.018	0	Epithelial	TK1
0	0.489651879176152	0.297	0.04	0	Epithelial	IGFBP2
0	0.489466665286503	0.238	0.019	0	Epithelial	MACC1
0	0.486012342009668	0.167	0.004	0	Epithelial	KRT23
0	0.484982940595752	0.3	0.02	0	Epithelial	MAP7
0	0.483857411146592	0.332	0.078	0	Epithelial	WDR34
0	0.482471985347198	0.377	0.093	0	Epithelial	PPP1R14B
0	0.48114312654291	0.29	0.011	0	Epithelial	FUT3
0	0.477262645723462	0.381	0.105	0	Epithelial	TWF1
0	0.476491016355922	0.312	0.017	0	Epithelial	GALNT3
0	0.475933217355025	0.29	0.053	0	Epithelial	THOP1
0	0.474184232253949	0.294	0.007	0	Epithelial	B3GNT3
0	0.472605941148574	0.223	0.025	0	Epithelial	DHRS11
0	0.472211529505295	0.22	0.007	0	Epithelial	ABHD11-AS1
0	0.468013735513756	0.403	0.12	0	Epithelial	IDH1
0	0.467072330424532	0.349	0.055	0	Epithelial	TRIM2
0	0.466919716974756	0.339	0.07	0	Epithelial	PYGB
0	0.466346501340124	0.209	0.007	0	Epithelial	SDR16C5
0	0.465430542633169	0.276	0.005	0	Epithelial	POF1B
0	0.463959837749816	0.423	0.117	0	Epithelial	EPS8
0	0.458916423807572	0.372	0.068	0	Epithelial	CANT1
0	0.455260164606493	0.285	0.012	0	Epithelial	ELMO3
0	0.452505159785822	0.227	0.006	0	Epithelial	COL17A1
0	0.452114527860623	0.27	0.015	0	Epithelial	GRTP1
0	0.451259554705503	0.277	0.008	0	Epithelial	ERN2
0	0.450634435863548	0.377	0.086	0	Epithelial	LPCAT4
0	0.450593878218777	0.336	0.053	0	Epithelial	MYO1D
0	0.449185526799169	0.274	0.017	0	Epithelial	DHCR24
0	0.447613430278959	0.289	0.037	0	Epithelial	VILL
0	0.447436809169016	0.31	0.065	0	Epithelial	ACOT7
0	0.447185283914691	0.33	0.048	0	Epithelial	NR2F6
0	0.445944351835985	0.442	0.136	0	Epithelial	CTNND1
0	0.444973220590304	0.269	0.011	0	Epithelial	OCLN
0	0.443846430874085	0.283	0.005	0	Epithelial	GJB1
0	0.443353500715709	0.246	0.043	0	Epithelial	HMGB3
0	0.442954881449418	0.304	0.046	0	Epithelial	MTMR11
0	0.442699377377547	0.357	0.081	0	Epithelial	ESRRA
0	0.442459281314832	0.374	0.084	0	Epithelial	HOOK2
0	0.437859450473292	0.204	0.007	0	Epithelial	ARL14
0	0.437587587621337	0.265	0.007	0	Epithelial	RNF128
0	0.437489425708028	0.214	0.007	0	Epithelial	SULT2B1
0	0.436457753393055	0.367	0.1	0	Epithelial	MBOAT7
0	0.430449538759051	0.24	0.006	0	Epithelial	FOXA3
0	0.430145401373232	0.374	0.08	0	Epithelial	SLC35A3
0	0.429508517169435	0.266	0.006	0	Epithelial	FUT2
0	0.42909381831235	0.26	0.017	0	Epithelial	F12
0	0.427701862503869	0.349	0.059	0	Epithelial	F11R
0	0.427602797673871	0.288	0.014	0	Epithelial	RAPGEFL1
0	0.427540891623786	0.265	0.038	0	Epithelial	MBOAT2
0	0.425875921227095	0.214	0.006	0	Epithelial	BCAS1
0	0.42562513160274	0.226	0.02	0	Epithelial	EPHB3
0	0.42548229887631	0.231	0.013	0	Epithelial	SLC22A18AS
0	0.425305745479139	0.144	0.005	0	Epithelial	SPINK5
0	0.425302409367477	0.278	0.01	0	Epithelial	SHROOM3
0	0.423874110536949	0.251	0.007	0	Epithelial	MYO1A
0	0.421987052704462	0.308	0.02	0	Epithelial	KIAA1522
0	0.421614401662232	0.308	0.049	0	Epithelial	TJP2
0	0.419563511534004	0.295	0.024	0	Epithelial	CAPN5
0	0.41926246903335	0.227	0.006	0	Epithelial	SLC39A5
0	0.418108760538899	0.269	0.026	0	Epithelial	CENPV
0	0.416667741619826	0.329	0.076	0	Epithelial	FAM129B
0	0.416563308715963	0.263	0.015	0	Epithelial	PLEK2
0	0.414810580828271	0.251	0.007	0	Epithelial	RNF43
0	0.414627515813651	0.277	0.023	0	Epithelial	SH3BGRL2
0	0.413229832425112	0.232	0.034	0	Epithelial	EPHA2
0	0.413077472569628	0.183	0.008	0	Epithelial	SULT1B1
0	0.412217605161054	0.235	0.007	0	Epithelial	CAPN8
0	0.411345410317038	0.141	0.003	0	Epithelial	TRIM54
0	0.410165360001988	0.241	0.004	0	Epithelial	NOXO1
